zona;marca;descripcion;calibre;fleje;precio;descuento
Nunez;Corona;Cerveza Rubia Sin Alcohol 0.0% Corona 330 ml;330 ml;3855;3855;0
Nunez;Andes Origen;Cerveza Andes Origen IPA 473 ml;473 ml;3499;2624.25;25
Nunez;Quilmes;Cerveza Quilmes Stout 473 ml;473 ml;2745;2196;20
Nunez;Pampa;Cerveza Pampa Brewing Lager 473 ml;473 ml;3210;1605;50
Nunez;Quilmes;Cerveza Quilmes Clásica 710ml;710 ml;3965;3172;20
Nunez;Stella Artois;Cerveza Stella Artois 473 ml;473 ml;4269;3201.75;25
Nunez;Michelob Ultra;Cerveza Michelob Ultra Sin Gluten 473 ml;473 ml;2889;1733.4;40
Nunez;Schneider;Cerveza Schneider Rubia 710 ml;710 ml;3815;3815;0
Nunez;Corona;Cerveza Corona Rubia 330 ml;330 ml;4550;3640;20
Nunez;Miller;Cerveza Miller 473 ml;473 ml;3729;2237.4;40
Nunez;Corona;Cerveza Corona Rubia 710 ml;710 ml;7490;5617.5;25
Nunez;Andes Origen;Cerveza Andes Origen Rubia 710 ml;710 ml;4955;3964;20
Nunez;Heineken;Cerveza Heineken Lata 710 ml;710 ml;6355;5401.75;15
Nunez;Patagonia;Cerveza Patagonia Vera Ipa 473 ml;473 ml;5205;3643.5;30
Nunez;Ortuzar;Cerveza Ortuzar Premium Lager 473 ml;473 ml;2245;1347;40
Nunez;Stella Artois;Cerveza Stella Artois Lager 710 ml;710 ml;6260;5008;20
Nunez;Corona;Cerveza Rubia Corona 473 ml;473 ml;4929;3203.85;35
Nunez;Quilmes;Cerveza Quilmes Ipa 473 ml;473 ml;2745;2196;20
Nunez;Stella Artois;Cervez Stella Artois 710 ml;710 ml;6205;4653.75;25
Nunez;Patagonia;Cerveza Patagonia 24.7 Session Ipa 473 ml;473 ml;5309;3716.3;30
Nunez;Pampa;Cerveza Pampa Brewing Co Ipa 473 ml;473 ml;3210;2247;30
Nunez;Heineken;Cerveza Rubia Heineken 473 ml;473 ml;4275;4275;0
Nunez;Andes Origen;Cerveza Andes Origen Rubia Lata 473 ml;473 ml;3410;2557.5;25
Nunez;Pampa;Cerveza Pampa Brewing Honey Ale Lata 473 ml;473 ml;3210;2247;30
Nunez;Pampa;Cerveza Pampa Dorada Pampeana 473 ml;473 ml;3210;1926;40
Nunez;Stella Artois;Cerveza Stella Artois Botella 330 ml;330 ml;4079;3059.25;25
Nunez;Patagonia;Cerveza Patagonia Amber Lager Lata 473 ml;473 ml;5309;3716.3;30
Nunez;Ortuzar;Cerveza Ortuzar Session Ipa 473 ml;473 ml;3715;2229;40
Nunez;Andes Origen;Cerveza Andes Origen Roja 473 ml;473 ml;3569;2676.75;25
Nunez;Patagonia;Cerveza Patagonia Roja Amber Lager 730 ml;730 ml;7549;5284.3;30
Nunez;Patagonia;Cerveza Patagonia 24.7 Session Ipa 730 mL;730 ml;7549;5284.3;30
Nunez;Andes Origen;Cerveza Andes Origen Negra 473ml;473 ml;3499;2624.25;25
Nunez;Patagonia;Cerveza Patagonia Vera Ipa 730 ml;730 ml;7549;5284.3;30
Nunez;Heineken;Cerveza Heineken Cero Alcohol Lata 473 ml;473 ml;3289;2631.2;20
Nunez;Andes Origen;Cerveza Andes Origen Rubia Oro 473 ml;473 ml;3389;2541.75;25
Nunez;Stella Artois;Cerveza Stella Artois Pure Gold Lata 473 ml;473 ml;4389;3291.75;25
Nunez;Pampa;Cerveza Pampa Brewing Amber Ale 473 ml;473 ml;3210;2086.5;35
Nunez;Schneider;Cerveza Schneider Remix Límon 473 ml;473 ml;2889;2889;0
Nunez;Heineken;Cerveza Heineken Porron 330 ml;330 ml;4449;4449;0
